symbol,side,entry_price,exit_price,quantity,pnl,pnl_pct,reason,entry_bar,exit_bar,duration_bars,exit_time,strategy,confidence
ETH/USDT:USDT,BUY,2999.75913,2985.806607604788,0.03793637924522293,-0.6655505961036164,-0.0058484235158490026,stop_loss,251,266,15,2025-11-29 14:45:00+00:00,ensemble,0.1138
ETH/USDT:USDT,BUY,2989.77414,2978.3951386784343,0.09097071694646006,-1.3609130912410803,-0.005003689973976696,stop_loss,266,277,11,2025-11-29 17:30:00+00:00,ensemble,0.272
ETH/USDT:USDT,BUY,2976.4774949999996,3005.8963000000003,0.016794975861748718,0.43380382576671445,0.008677835047095059,partial_tp1,279,307,28,2025-11-30 01:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2976.4774949999996,3045.3065850000003,0.025192463792623077,1.6429522112627746,0.02191046956059738,partial_tp2,279,356,77,2025-11-30 13:15:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2976.4774949999996,2959.8963885402713,0.025192463792623077,-0.5074500546006705,-0.006767372111393188,stop_loss,279,399,120,2025-12-01 00:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2837.8182,2865.4065800000003,0.01761836406978975,0.4257732286081768,0.008515853880985098,partial_tp1,402,407,5,2025-12-01 02:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2837.8182,2805.8596811791595,0.05285509220936925,-1.8681487280362197,-0.012454894238661309,stop_loss,402,416,14,2025-12-01 04:15:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2809.233915,2837.910335,0.01823994243367511,0.4612540983830983,0.009001789888329836,partial_tp1,416,429,13,2025-12-01 07:30:00+00:00,ensemble,0.205
ETH/USDT:USDT,BUY,2809.233915,2808.7049450000004,0.05471982730102533,-0.21339273357154143,-0.0013881839084942808,time_stop,416,453,37,2025-12-01 13:30:00+00:00,ensemble,0.205
ETH/USDT:USDT,BUY,2727.14289,2753.1327450000003,0.016919677257710753,0.384105261558207,0.00832434915759044,partial_tp1,463,471,8,2025-12-01 18:00:00+00:00,ensemble,0.1846
ETH/USDT:USDT,BUY,2727.14289,2782.608,0.02537951588656613,1.323776754248874,0.019125972334364954,partial_tp2,463,484,21,2025-12-01 21:15:00+00:00,ensemble,0.1846
ETH/USDT:USDT,BUY,2727.14289,2694.7424834411886,0.02537951588656613,-0.9048695285727922,-0.013073586247941776,stop_loss,463,6165,5702,2026-01-30 01:30:00+00:00,ensemble,0.1846
ETH/USDT:USDT,BUY,2716.7577,2742.76793,0.018402729364947978,0.4183771198321161,0.008368252576223438,partial_tp1,6168,6171,3,2026-01-30 03:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2716.7577,2705.7964250000005,0.05520818809484393,-0.7847737648117747,-0.005232269140159116,time_stop,6168,6185,17,2026-01-30 06:30:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2708.5035749999997,2744.437095,0.01618778442241929,0.5287214584781785,0.012058967135755213,partial_tp1,6185,6187,2,2026-01-30 07:00:00+00:00,ensemble,0.1754
ETH/USDT:USDT,BUY,2708.5035749999997,2708.994825,0.04856335326725787,-0.13399838588183827,-0.0010187356093851597,time_stop,6185,6220,35,2026-01-30 15:15:00+00:00,ensemble,0.1754
ETH/USDT:USDT,SELL,2708.994825,2738.84302386818,0.043776484826438644,-1.4497415394061164,-0.012224793222888709,stop_loss,6220,6221,1,2026-01-30 15:30:00+00:00,ensemble,0.1186
ETH/USDT:USDT,BUY,2677.1879249999997,2713.18273,0.01753307698800828,0.5743938170205407,0.012236937982977146,partial_tp1,6232,6233,1,2026-01-30 18:30:00+00:00,ensemble,0.1878
ETH/USDT:USDT,BUY,2677.1879249999997,2738.8998650000003,0.02629961548201242,1.5375356768727437,0.021837199690044398,partial_tp2,6232,6234,2,2026-01-30 18:45:00+00:00,ensemble,0.1878
ETH/USDT:USDT,BUY,2677.1879249999997,2673.70248,0.02629961548201242,-0.17610167936643134,-0.002501124101327254,time_stop,6232,6285,53,2026-01-31 07:30:00+00:00,ensemble,0.1878
ETH/USDT:USDT,BUY,2673.9963299999995,2658.606646782088,0.056617482158521054,-1.052476247353264,-0.006951858832199999,stop_loss,6287,6288,1,2026-01-31 08:15:00+00:00,ensemble,0.1514
ETH/USDT:USDT,BUY,2665.0118399999997,2648.633197066582,0.07503616402021758,-1.4682198619084357,-0.007342117457781228,stop_loss,6288,6289,1,2026-01-31 08:30:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2633.19594,2632.2332250000004,0.07593164568863175,-0.3129881553323263,-0.0015653876858854876,time_stop,6289,6306,17,2026-01-31 12:45:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2630.45457,2612.134741271446,0.09185615059293914,-1.9717273904907642,-0.008160331890969296,stop_loss,6310,6311,1,2026-01-31 14:00:00+00:00,ensemble,0.2417
ETH/USDT:USDT,BUY,2535.2569949999997,2505.0846666353536,0.07884692054026152,-2.6174444281763685,-0.013093951984787761,stop_loss,6312,6320,8,2026-01-31 16:15:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2422.05042,2374.3530681702514,0.0825106101405369,-4.172990108533891,-0.02088114826389568,stop_loss,6324,6329,5,2026-01-31 18:30:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2382.27054,2415.0418750000003,0.011655617561345925,0.3484207644358325,0.0125480910119471,partial_tp1,6330,6331,1,2026-01-31 19:00:00+00:00,ensemble,0.1112
ETH/USDT:USDT,BUY,2382.27054,2453.3227250000004,0.01748342634201889,1.1915099996858534,0.028607510312829737,partial_tp2,6330,6348,18,2026-01-31 23:15:00+00:00,ensemble,0.1112
ETH/USDT:USDT,BUY,2382.27054,2379.8394850000004,0.01748342634201889,-0.09245797093869537,-0.0022198658490733634,time_stop,6330,6394,64,2026-02-01 10:45:00+00:00,ensemble,0.1112
ETH/USDT:USDT,BUY,2316.5476949999997,2356.1313450000002,0.021561216722437986,0.7930224690416428,0.015877092733892744,partial_tp1,6414,6423,9,2026-02-01 18:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2316.5476949999997,2317.42071,0.06468365016731395,-0.1233753978664179,-0.0008233657554803233,time_stop,6414,6431,17,2026-02-01 20:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2181.2900999999997,2237.90049,0.022899721194863096,1.2356432082816948,0.024737138652946845,partial_tp1,6461,6462,1,2026-02-02 03:45:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2181.2900999999997,2237.90049,0.034349581792294644,1.8534648124225421,0.024737138652946848,partial_tp2,6461,6462,1,2026-02-02 03:45:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2181.2900999999997,2174.55218,0.034349581792294644,-0.32121755055264045,-0.004287107601139151,time_stop,6461,6615,154,2026-02-03 18:00:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,2176.7278199999996,2139.3891781184843,0.06895404261463764,-2.753218532721513,-0.01834327273879671,stop_loss,6615,6616,1,2026-02-03 18:15:00+00:00,ensemble,0.1502
ETH/USDT:USDT,BUY,2138.258595,2178.43024,0.019763069483465664,0.7427283985693597,0.01757581229271306,partial_tp1,6616,6619,3,2026-02-03 19:00:00+00:00,ensemble,0.1692
ETH/USDT:USDT,BUY,2138.258595,2188.88501,0.029644604225198497,1.4238341602581637,0.022462263895167544,partial_tp2,6616,6620,4,2026-02-03 19:15:00+00:00,ensemble,0.1692
ETH/USDT:USDT,BUY,2138.258595,2136.841045,0.029644604225198497,-0.11806289083007332,-0.001862548240569408,time_stop,6616,6704,88,2026-02-04 16:15:00+00:00,ensemble,0.1692
ETH/USDT:USDT,BUY,2138.9789549999996,2100.0861917154716,0.0510128311052142,-2.1137779932727394,-0.01937195421006714,stop_loss,6704,6709,5,2026-02-04 17:30:00+00:00,ensemble,0.1092
ETH/USDT:USDT,BUY,2124.7918649999997,2167.2358400000003,0.012130389046476666,0.4836235499129928,0.018763606465991713,partial_tp1,6712,6713,1,2026-02-04 18:30:00+00:00,ensemble,0.1032
ETH/USDT:USDT,BUY,2124.7918649999997,2167.2358400000003,0.018195583569715,0.7254353248694893,0.018763606465991716,partial_tp2,6712,6713,1,2026-02-04 18:30:00+00:00,ensemble,0.1032
ETH/USDT:USDT,BUY,2124.7918649999997,2119.09992,0.018195583569715,-0.14990031350259042,-0.003877217437953424,time_stop,6712,6730,18,2026-02-04 22:45:00+00:00,ensemble,0.1032
ETH/USDT:USDT,BUY,2157.6983099999998,2116.8780899220583,0.052694950524040385,-2.2861686325306407,-0.020107058394968447,stop_loss,6741,6744,3,2026-02-05 02:15:00+00:00,ensemble,0.1138
ETH/USDT:USDT,BUY,1965.8124149999999,1986.336335,0.025406568130163926,0.461196049891586,0.009234162228037456,partial_tp1,6797,6800,3,2026-02-05 16:15:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,1965.8124149999999,1915.2561903050457,0.07621970439049178,-4.030868842438027,-0.026902295180660552,stop_loss,6797,6810,13,2026-02-05 18:45:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,1875.867465,1826.1868849296363,0.05482743382355378,-2.8456432000528107,-0.02766816614110927,stop_loss,6816,6818,2,2026-02-05 20:45:00+00:00,ensemble,0.103
ETH/USDT:USDT,BUY,1870.5247949999998,1818.7212904412804,0.10673468880236166,-5.765493257653581,-0.028878019876760933,stop_loss,6818,6824,6,2026-02-05 22:15:00+00:00,ensemble,0.2
ETH/USDT:USDT,BUY,1827.743415,1771.6136736447838,0.05829672840705046,-3.398078732925051,-0.031891432424284216,stop_loss,6830,6831,1,2026-02-06 00:00:00+00:00,ensemble,0.1068
ETH/USDT:USDT,BUY,1770.3747449999998,1863.058005,0.031293855275220835,2.832194053697223,0.0511209282699072,partial_tp1,6831,6833,2,2026-02-06 00:30:00+00:00,ensemble,0.2222
ETH/USDT:USDT,BUY,1770.3747449999998,1863.058005,0.046940782912831255,4.248291080545836,0.05112092826990721,partial_tp2,6831,6833,2,2026-02-06 00:30:00+00:00,ensemble,0.2222
