datetime,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,bb_pct,atr,sma_fast,sma_slow,ema_12,ema_26,adx,obv,vol_ma,vol_ratio
2025-11-24 18:30:00+00:00,2937.83,2948.56,2930.05,2944.75,7600.4456,76.94682048092307,32.629700551073256,22.33246435016057,10.297236200912685,2963.6778988621368,2765.4041011378636,2864.541,0.9045365596494066,21.297399269088437,2834.9895999999994,2814.1437,2902.559665888504,2869.9299653374305,40.49120873368712,99166.21900000001,2864.541,0.5335144473124344
2025-11-24 18:45:00+00:00,2944.74,2963.61,2944.32,2957.53,7788.8684,78.85700609866487,34.59778357327832,24.78552819478412,9.8122553784942,2975.9333711282284,2767.336628871771,2871.6349999999998,0.91177536653184,21.15401360701069,2837.314,2815.1539500000003,2911.0166403671956,2876.4188567939173,42.2154215719372,106955.08740000002,2871.6349999999998,0.5442268784792474
2025-11-24 19:00:00+00:00,2957.52,2979.63,2955.12,2971.53,14229.7049,80.73973923611865,36.8622613419775,27.2008748242228,9.6613865177547,2988.416470790885,2771.2155292091147,2879.816,0.9222541547568411,21.393726920795654,2839.9839999999995,2816.25415,2920.3263880030117,2883.4641266610342,44.08591325084408,121184.79230000002,2879.816,0.9621473939980707
2025-11-24 19:15:00+00:00,2971.54,2978.27,2965.79,2973.12,5152.3473,80.94724673574925,38.34317969247377,29.429335797872994,8.913843894600774,2997.653784491089,2779.454215508911,2888.554,0.8875626354097289,20.757032140738822,2842.6577999999995,2817.3373000000006,2928.4484821563947,2890.105302463921,45.82279838125761,126337.13960000001,2888.554,0.3451422367784902
2025-11-24 19:30:00+00:00,2973.13,2977.0,2954.04,2958.34,6635.6199,73.06675287124088,37.8874527056264,31.12095917942368,6.766493526202723,3002.0834533883485,2790.5055466116514,2896.2945,0.7932513178962681,20.91438698782891,2845.1838000000002,2818.3829499999997,2933.047177209257,2895.1597245036305,46.43514975836434,119701.5197,2896.2945,0.46725566779395344
2025-11-24 19:45:00+00:00,2958.34,2965.48,2955.03,2959.0,4078.741,73.19225923685933,37.15128537740611,32.32702441902016,4.824260958385949,3007.4760413365766,2797.812958663423,2902.6445,0.7687907631686092,20.166930774412545,2847.7804000000006,2819.4278999999997,2937.039919177064,2899.888633799658,47.00376175139201,123780.2607,2902.6445,0.31324776536989496
2025-11-24 20:00:00+00:00,2959.0,2987.0,2952.51,2976.22,8011.4825,76.29591867829942,37.52481484529699,33.36658250427553,4.15823234102146,3014.232549277621,2805.3394507223793,2909.786,0.8180286972593848,21.190007147668776,2850.4428000000003,2820.5486499999997,2943.0676239190543,2905.5428090737573,48.02084061597304,131791.7432,2909.786,0.6264342126903939
2025-11-24 20:15:00+00:00,2976.22,2982.98,2970.49,2978.51,4129.615,76.6825367630698,37.57251098287179,34.20776819999478,3.364742782877009,3017.972042259068,2817.233957740932,2917.603,0.8034152694353194,20.568578065692453,2853.4076,2821.68655,2948.5202971622766,2910.947786179405,48.96527099022686,135921.3582,2917.603,0.3234519530501327
2025-11-24 20:30:00+00:00,2978.51,2982.0,2970.84,2977.5,5197.888,76.09304926445515,37.10113318771937,34.7864411975397,2.314691990179668,3022.1988069876675,2826.0871930123326,2924.143,0.7720746564592076,19.896536775285842,2856.3536,2822.8239000000003,2952.978712983465,2915.8775797957455,49.84224205203399,130723.47019999998,2924.143,0.41088521954298374
2025-11-24 20:45:00+00:00,2977.5,2984.04,2969.56,2972.7,6032.4427,73.21254719346649,35.92610918083119,35.014374794198005,0.9117343866331851,3023.8383241827933,2837.0706758172064,2930.4545,0.7261928142785568,19.509641291336855,2859.2958000000003,2823.9249,2956.012757139855,2920.0866479590236,50.70492463708499,124691.02749999998,2930.4545,0.47965886938299007
2025-11-24 21:00:00+00:00,2972.68,2973.77,2963.83,2968.21,4258.3224,70.52321116562774,34.23791533861595,34.8590829030816,-0.6211675644656509,3022.525797194687,2850.7492028053125,2936.6375,0.6837997784985378,18.8260954848128,2862.0846,2824.99995,2957.8892560414156,2923.6513407027996,50.925603173629575,120432.70509999998,2936.6375,0.352342200703172
2025-11-24 21:15:00+00:00,2968.2,2969.32,2961.26,2965.86,3142.0757,69.0926784754171,32.33761628458842,34.35478957938297,-2.0171732947945458,3019.4364765549612,2865.363523445039,2942.4,0.65226553088304,18.057088664469024,2864.6220000000003,2826.0746500000005,2959.115524342736,2926.7779080581477,50.87055207052873,117290.62939999998,2942.4,0.26554927845117754
